title_factor,artist_name_factor,max_duration
Mirror,Capone-N-Noreaga,228.362
Would You Please Be Mine,Rose Royce,228.362
Everybody Praise The Lord,Lincoln Brewster,228.362
Foot (Album),Love Battery,228.33587
Baby I Can't Believe,Luciano,228.33587
Pink Thing (2001 Digital Remaster),XTC,228.30975
The Country Life (Album Version),Peter Cincotti,228.30975
Kill your parents,Eftos,228.30975
Tonight Is Alive,Broadway Calls,228.28363
No Flowers (feat. Paris Hayes),The Grouch & Eligh,228.28363
In My Head,Lisa Bund,228.25751
In My Head,Tommy Guerrero,186.33098
Perfect Love,Brother Beyond,228.25751
The Measure Of A Man,Danny Vaughn,228.15302
Monsieur Samba,Ivete Sangalo,228.10077
Maria,Rage Against The Machine,228.10077
Love Is So Unkind (Album Version),Gabriela Anders,228.07465
Footsteps,Lisa Stansfield,228.07465
Din Daa Daa,Pulsedriver / George Kranz,228.04853
Needle In Your Eye,Crashdiet,228.04853
Time After Time (David's Song),Freddy Fader,228.04853
Juanita,Christian Kjellvander,227.99628
When The Wrong One Loves You Right,Céline Dion,227.99628
God Bless,LL Cool J,227.97016
There's Nothing As Epic As Golden Axe,Drive-By Argument,227.97016
When The Time Comes,The Classic Crime,227.94404
Roll 'Em Down,Dangerman,227.91791
Calor,Krosfyah Feat. Tony Bailey,227.89179
Worked It Out Wrong (Album Version),Chris Isaak,227.86567
Slave Master,Gregory Isaacs,222.87628
Slave Master,Prince Alla,227.86567
Winter,Patenbrigade: Wolff,227.83955
Death Conquers All,DISMEMBER,227.83955
Bug A Boo,Destiny's Child featuring Wyclef Jean,227.81342
Bad Rooster,Lady Saw,227.7873
Dedicated Loop,Squarepusher,227.7873
Los Premios Pinocho,Melendi,227.7873
Woodlarking,The Orb,227.7873
Raveo,Who Made Who,227.76118
Giving It All Away,Hothouse Flowers,227.76118
Unhand Me,Stone Gossard,227.76118
If I Think Of Love,Lisa Germano,227.76118
La Ley De Los Hombres,Malú,227.76118
Ivory Tower,Havok,227.68281
I'll Take My Chances (Album Version),The Click Five,227.60444
T Stands For Thomas,The Watersons,227.60444
Bet You Didn't Know,Terry Linen,227.5522
La Branche de Murier,Pine Leaf Boys,227.52608
The Way You Do The Things You Do,David Porter,227.49995
On A Sunday Afternoon,Lighter Shade of Brown,227.49995
Above The Clouds,Turin Brakes,227.42159
Love The One You're With,The Supremes / Four Tops,227.39546
She's On Fire,Aerosmith,227.39546
Already Numb,Loner,227.29098
O dia em que o sol,Jorge Ben,227.26485
The Longest Road (Morgan Page Radio Edit),Morgan Page,227.26485
Caroc,Takagi Masakatsu,227.26485
Dancing In The Street,Martha & The Vandellas,227.16036
Natural Mystic,Daddy Nuttea,227.13424
Old Town [Album Version],The Corrs,227.082
Juliet,Robin Gibb,227.05587
Keep Playin' That Rock 'N' Roll,Edgar Winter's White Trash,227.05587
Why Should I Cry,Heather Headley,227.05587
Souvenirs D'enfance,David Jalbert,227.02975
Emergency (911),Jordin Sparks,227.02975
Free Your Mind (Radio Version),Mario Lopez,227.00363
94 Hardcore,Knifehandchop,227.00363
Relief,Chris Garneau,227.00363
Sky Cry,Toshinori Kondo,226.97751
We Brings Heat,Warren G,226.92526
If You Don't Know Me By Now,Seal,226.89914
I Got You,Shenandoah,226.89914
I Got You,Split Enz,209.50159
I Got You,The Mavericks,190.56281
Sofisticuatro,Aeroblus,226.87302
El Encarguito (Cuidado Con El Carnicero),Narco,226.87302
Rex's Blues,James McMurtry And The Heartless Bastards,226.87302
Für Nada,Gin,226.87302
Vieille Canaille,Serge Gainsbourg,226.87302
Les Violons Ivres,Agoria,226.79465
Satisfaction,John Holt,226.76853
Olduvai / Facing Demons,Clint Mansell,226.7424
Tha Bombudd,DJ Quik,226.7424
China,Moskwa TV,226.66404
Mine Is The Ocean,Flowing Tears,226.66404
Sparks,The Who,226.66404
Princess Bride,Cloud Cult,226.63791
Let Me In,Griffin House,226.63791
The Last Laugh,Snider_ Todd,226.63791
Black Gold,Soul Asylum,226.63791
A Distant Light Was Shining,The Old Dead Tree,226.63791
Nervous,Gillan,226.55955
Don't Crush Me,Krezip,226.5073
Peanut Butter & Jelly,Christina Milian,226.48118
Skin_ Skunk And Funk!,Café Drechsler,226.48118
Variations 11-15 (Including The Tributes),Andrew Lloyd Webber / Harry Rabinowitz,226.45506
Now Or Never,Miki Howard,226.45506
How Long Has This Been Going On,Jerry Lewis,226.45506
Regler,Coca Carola,226.42893
Anyway I Love You (Album Version),Dan Fogelberg,226.42893
How The West Was One,Bounty Killer,226.42893
Illusions,The Pharcyde,226.42893
Block Boi [Featuring Miko & Stressmatic Of The Federation] (Amended Album Version),E-40,226.40281
Sonata in C Major (Weiss) - Tempo de Minuetto,Edward Martin and Paul Berget,226.35057
The Identity,Dubioza kolektiv,226.35057
Foot Down,Del The Funky Homosapien,226.32444
Studio Man,Love Joys,226.29832
Nulle part ailleurs,Shy'm,226.29832
Carousel,Marion Meadows,226.2722
Where You Think You're Goin'?,Darryl Worley,226.2722
A Remission of Life,Abysmal Dawn,226.2722
Joy (Tree63 Album Version),Tree63,226.21995
The Man With The Black Moustache,The Monochrome Set,226.21995
Rue The Days (Album Version),The Young Knives,226.19383
Last Night,Charlotte Hatherley,135.02649
Last Night,Roscoe,226.19383
Good Things In Life,Adam Brand,226.19383
In The Name Of Love,Thompson Twins,226.19383
Girl VII,Saint Etienne,226.19383
1-2-3,Zen Cafe,226.16771
Safety Man,Julian Fane,226.14159
Selector + Fa' Show,Lifesavas,226.14159
Ta De Gu Shi,Hins Cheung,226.14159
Can The Can,Suzi Quatro,226.11546
Heaven Stood Still (Album Version),Willy DeVille,226.11546
Blues Around My Bed,Furry Lewis,226.11546
I'd Give Anything To Be Your Everything (LP Version),Tracy Lawrence,226.06322
He brings out the whiskey in me,Amy Millan,226.06322
El Aguijón,Los Fabulosos Cadillacs,226.0371
Shame,Eat,226.01098
Una Vuelta,Nubla,226.01098
Autumn,Kalle Baah,226.01098
Yeah_ Yeah We Know,The Primeridian,225.98485
J'ai Fait Un Rêve,Ministère Amer,225.98485
Sweeter Than You,The Foreign Exchange,225.98485
I Wouldn't Mind The Shackles,Darryl Worley,225.95873
Mercury Rising,Michael Hoenig,225.90649
May It Be,Celtic Woman,225.88036
Ball Of Joy,It's A Musical,225.88036
The Arrival Of Satan'S Empire,Dark Funeral,225.88036
Take It Easy On Me,Little River Band,225.802
Workhorse,Mastodon,225.802
War   ,Jay Sean,225.77587
Bendable Poseable,Hot Chip,225.74975
Train In Vain,The Clash,225.72363000000001
Nah Dis You,Horace Andy,225.69751
Den Rette,Jan Eggum,225.69751
California Stopover,The Ladybug Transistor,225.61914
N two culo 1 pie,FRANK T,225.59302
So hell mit Klause Duo,Flowin Immo et Les Freaqz,225.59302
Shady Lane,Slim Cessna's Auto Club,225.59302
Das Plan,Terranova,225.59302
Nomenklatura,No One Is Innocent,225.56689
I Feel Real,Alan Replica,225.54077
Bright Lights (Perrett),Maher Shalal Hash Baz,225.54077
¿ Cómo_ cuándo y porqué ( Why do I love you so ),Lorenzo Antonio,225.54077
I Don't Want To Lose You,Spinners,225.4624
Stay Bubblin',Defari,225.4624
Sobre Tus Pasos,Manolo Garcia,225.4624
Born Again,Mikey Spice,225.43628
Born Again,Born Against,142.28853
Spit '88,Brainpower,225.41016
Ancient Modern People,The Coral Sea,225.41016
En La Fuente De La Unión,Los Abuelos De La Nada,225.38404
Azirial (Live),The Nice,225.38404
Love And Hate,Ayo,225.35791
Bounce,Tarkan,225.35791
Porno Star,Mötley Crüe,225.35791
Stairway To The Stars,Blue Oyster Cult,225.35791
Pray For Me,Mighty Clouds Of Joy,225.33179
Oh_ Man,Kristofer Åström,225.27955
I Trädens Sång,Finntroll,225.27955
Somebody's Baby (Edit),Pat Benatar,225.27955
I Won't Cry,George Faith,225.27955
Sisa Boto,Critters Buggin,225.27955
Supersatellite,Our Lady Peace,225.25342
Anderson Unbound,Saint Etienne,225.25342
Vallankumous evp,Miljoonasade,225.20118
Building Wraps Round Me,Turin Brakes,225.20118
Un Rosarino En Budapest,Fito Paez,225.20118
Animal Song (LP Version),Martin Sexton,225.20118
A True Story,The Treacherous Three,225.14893
Paint The Town Red,Delirious?,225.14893
Mattinata,Mario Lanza,225.14893
Exodus,Samael,225.09669
Generation Graveyard,Warrior Soul,225.09669
Estrella,Despistaos,225.07057
Brickwalker,Soilwork,225.07057
Rage Of Fire,Dismal Euphony,225.07057
Ej ens den starkaste stjärna,Arne Weise,225.07057
The Sun Is Often Out,Patrick Wolf,225.07057
Consolation Prize,The Bank Holidays,225.04444
If You Want,Tom Vek,225.01832
"NuFunk (deadmau5 Remix [Haley ""I'm Someone Else"" Acapella])",NuBreed,225.01832
Kansas City,Wilbert Harrison,162.89914
Kansas City,The Paramounts,224.9922
Running Thoughts,Deerhoof,224.9922
Started To Get Infected,Patric Catani,224.9922
Oltre Il Vento E La Sabbia,Studio 3,224.9922
You Gotta Burn,Dwarves,224.9922
Le Facce Della Notte,Flaminio Maphia,224.96608
Cool It Down,Yami Bolo,224.91383
In the movies,Brideshead,224.91383
Far,Longpigs,224.91383
Epitaph,Vader,224.91383
Long Way Around,Greg Laswell,224.91383
Run Run,Snowgoons,224.88771
I'm No Angel,The Gregg Allman Band,224.88771
Got My Mojo Workin',Muddy Waters,224.86159
Africa,Natural Black,224.78322
Drinking With The Devil,Rainbow,224.70485
198090,Thunderbirds Are Now!,224.65261
Criminal Justice (The Presumed Guilty Radio Edit),D*Note,224.62649
Circular Thoughts,Scarlet's Remains,224.60036
Dying In Time,Dolorean,224.60036
Fountain,Sara Lov,224.57424
Gods Daughter,Funky DL,224.54812
Downwards To A Sea,Garden Of Delight,224.522
Timeless Love,Burton Cummings,224.522
Quiero Vivir,Alejandra Guzman,224.522
Td Chant,Tommy Dorsey and His Orchestra,224.522
Feels Just Like A Love Song,Sara Evans,224.522
Babylon Ease Off,Sizzla,224.49587
The Day We Caught The Train,Ocean Colour Scene,224.49587
Carita Morena,Andy & Lucas,224.46975
Molalatladi,Blk Jks,224.46975
Metaforce,Art Of Noise,224.46975
A Criminal Of Me (Album Version),The Tossers,224.39138
Dreamer,Bethany Dillon,224.39138
Guitar Man (LP Version),Bread,224.31302
Harharetki,Paula Koivuniemi,224.31302
······,Dazzling Killmen,224.28689
Anita,Mickie Krause,224.28689
Slow Dancing With A Memory,Darryl Worley,224.26077
Soul Of 8 Seconds (Cysonic Remix),Plastic Noise Experience,224.26077
Wheel Of Fortune 2009,Ace of Base,224.26077
Earth Ship,Mahavishnu Orchestra,224.23465
EasySexyBoy,Alek Stark,224.23465
I Wonder,Mindi Abair,224.23465
Save The Last Dance For Me (Remastered LP Version),Emmylou Harris,224.1824
Hold Your Head Up,Argent,224.1824
Ride,G. Love,224.15628
Brazil,Tahiti 80,224.15628
Flaming June (BT and PVD Mix),BT,224.13016
Rollin' Wit The Lench Mob,Ice Cube,224.13016
Chez Maman,Francky Vincent,224.13016
Pink Confetti,Freshlyground / Freshlyground,224.13016
Happiness Won Me Over (Album Version),El Perro Del Mar,224.10404
Lithium (Album Version - Clean),Evanescence,224.07791
Sepae8 St8,Outer Circle,224.07791
Je Suis En Vie,Grégory Lemarchal,224.05179
This Time (LP Version),Tracy Chapman,223.99955
Fekete Puma,Torres Dani és a Veni Styx,223.9473
Attachment,Ronee Blakley,223.92118
Agony & Ecstasy,Shorthanded,223.92118
Killin' Em Softly,Camp Lo,223.89506
Boom-Chick-A-Boogie,Shuggie Otis,223.89506
Cops And Robbers,The Hoosiers,223.86893
Down In Flames,BlackHawk,223.86893
Grüner Punkt und Rinderwahnsinn,Dieter Nuhr,223.84281
Aavasaksa,Maj Karma,223.84281
Bears,Sam Isaac,223.79057
Make Me A Pallet On Your Floor,Mississippi John Hurt,223.79057
If I Burn,Acid King,223.79057
It's OK,Liberty X,223.79057
In This Life,Jet Black Stare,223.76444
Cigarette Piegee,JoeyStarr,223.73832
A Step Ahead,Aaron Sprinkle,223.73832
Dancing Nowhere (LP Version),Stacey Q,223.7122
The Wonder Stikes  Again,Fort Knox Five,223.7122
Consume (LP Version),Sick Of It All,223.7122
Sleepwalking (Right Here With You),The Jazz Butcher Conspiracy,223.68608
Surfing Down The Avalanche,Spock's Beard,223.65995
Promises Promises,The Cooper Temple Clause,223.65995
Medication,Waking Ashland,223.65995
Mille et un fantômes,Chiens De Paille,223.65995
Santa Claus Is Comin' To Town,The Tractors,223.65995
Santa Claus Is Comin' To Town,Mr. Bassman,202.26567
Tell No One,Fixer,223.63383
Gallery,Mario Vazquez,223.60771
California Flood (album),Tony Furtado,223.60771
Voglio L'Anima,Toto Cutugno,223.60771
The Look Of Love,Nina Simone,223.58159
Keep On Backing Losers,Silje Nergaard,223.58159
El Mellao,Voltio,223.58159
Don't Let Our Love Start Slippin' Away,Vince Gill,223.58159
Mid-death Crisis,Stampin´ Ground,223.55546
Throw Me Corn,PIERPOLJAK,223.55546
Na Na Na Na,112 / Super Cat,223.55546
Moneymachine,Bauchklang,223.55546
Dem Gone,Gentleman,223.52934
Moving All The While (Album),Sidewalk Prophets,223.52934
Jazzman,Carole King,223.52934
Winter Nights,Virtuocity,223.52934
Brain (Edited),N.E.R.D.,223.52934
Playing With Fire,Age Of Chance,223.50322
Cant Stand The Heat,SINNER,223.50322
Wem Glaubsch No,Subzonic,223.4771
Snowshoes,Melanie Garside,223.42485
Sinking,My Fate,223.42485
In A Sentimental Mood,Liz Story,223.39873
The Ritual of the Machine (Pagan Mix),Negative Format,223.39873
Don't Fall In Love,Speedmarket Avenue,223.39873
Von Kirinth Bis Nach Piraus,Jantje Smit,223.37261
Milford Haven,Oysterband,223.29424
The Sexual Politics of Meat,Consolidated,223.29424
Be With You,Triinu Kivilaan,223.29424
Q&A,Pete Philly & Perquisite,223.26812
Teclas negras,Christina Rosenvinge,223.242
Peter Truck,Super Chikan,223.21587
Poison,Snog,223.16363
Mach mal lauter,Massive Töne,223.16363
Action Line,Dorothy Ashby,223.13751
Kontakt,Frank Boeijen Groep,223.11138
No Love Lost,Joy Division,223.08526
The Loving Dead,Neïmo,223.08526
Colors Bleed,Call And Response,223.05914
Sukututkimus lannistaa,Absoluuttinen nollapiste,223.05914
Raccontami (A Kingdom's Tale Italian Version) Bonus Track For Japan,Your Hero,223.05914
Before I Met You,Femme Fatale,222.98077
The Main,Kreidler,222.98077
Kool To Be Uncool,Speedometer,222.98077
Amnesia,Swans,222.9024
Taking Time Out,T'Pau,222.87628
I'd Wear a Hat Like That If I Was from Yorkshire,Haemostatic Picnic Races,222.87628
Endlich Ein Grund Zur Panik,Wir Sind Helden,222.85016
Suppe,Hopalong Knut,222.82404
Back And Forth,Maps,222.77179
Maybe Be Alright,William Fitzsimmons,222.74567
Mégegyszer,Pokolgép,222.71955
Torna Presto,Pupo,222.6673
Bis in die Ewigkeit,Revolverheld,222.6673
Just You and Me,Chicago,222.6673
Things She Said,Chris Garneau,222.64118
Sick Of It!!,COM.A,222.61506
Demon In Veins,Soilwork,222.58893
Lyrical Disaster (feat. Islord),9th Prince,222.56281
I WILL COME TO YOU,Hanson,222.53669
Give Us A Chance To Call,Spymob,222.53669
Remember The Words,Ace of Base,222.53669
Mummy,Jack Orsen feat. Chablife,222.53669
High On You Mama,Steve Miller Band,222.48444
Temptannie,Eric Champion,222.45832
Without Love ( LP Version ),Donna Lewis,222.4322
U Are The Light,Sporto Kantès,222.40608
A.D.T,Lo-Fi-Fnk,222.35383
Finale,Danny Elfman,222.35383
Face In A Crowd,Kosheen,222.32771
Dying Rose,Cleopatra,222.30159
White Wings,Oystein Sevag,222.27546
Flat On Yo Ass,11/5,222.27546
Red Hot,Vanessa-Mae,222.24934
Comics,Amanda Lear,222.24934
Pudpots,Nightmares On Wax,222.22322
Bang Bang,Dr. Dre / Hittman / Knoc-Turn'al,222.22322
Keep In Touch,The Romantics,222.1971
In Search Of The Non-Stop Party Planet,Blectum from Blechdom,222.1971
Through The Evening_ Through The Snow,Andreas Mattsson,222.1971
Someone to Love,Minipop,222.17098
Give Me Some Of That Good Old Love,Willie Hutch,222.17098
Break The Walls,Down By Law,222.17098
If We Could Be,Railer,222.14485
Rabbit,Throttlerod,222.14485
Drug Train,Social Distortion,222.11873
The Yellow Rose Of Texas,Stan Freberg,222.09261
Spanish Fly,Outerspace,222.09261
Heaven,Kidz Bop Kids,222.06649
Heaven,Pere Ubu,208.45669
16:9,Samuele Bersani,222.06649
Fun Park Fugitives,Darren Hanlon,222.06649
Und In Venedig,Jantje Smit,222.04036
Hymn,Derniere Volonte,222.04036
Sister Universe,Charlotte Hatherley,222.01424
All Too Human,The Flies,221.98812
Sci-Fi Wasabi (2006 Remastered Album Version),Cibo Matto,221.962
Parting Should Be Painless,Roger Daltrey,221.962
Wait Until The Summer's Gone  (Live Version),Zebra,221.88363
Que Suerte He Tenido De Nacer,Alberto Cortez,221.85751
Dark as Days,Army Navy,221.85751
L'Amour De 30 Secondes,Marc Lavoine,221.85751
Soul Flower (Brand New Heavies Version),The Pharcyde,221.85751
Avalanche Warning,Snowgoons,221.85751
My Need,Soilwork,221.83138
Loving This Way (Duet with Bobbie Eakes),Collin Raye,221.80526
Pez demonio,Lucybell,221.77914
Mrs. Robinson,Booker T. & The M.G.'s,221.77914
That'd Be Alright,Alan Jackson,221.75302
Gotta Move On,The Verve Pipe,221.72689
Glory To God,Prince Far I & The Arabs,221.70077
Never Finish,Leigh Nash,221.70077
Touch Sensitive,Living In A Box,221.70077
Crime In Harlem,Malcolm X,221.67465
Breaker_ Breaker,GZA/Genius,221.67465
Terra,Après La Classe,221.64853
Belly Dancin' Dina (Album Version),Jungle Brothers,221.64853
Walcott (Album),Vampire Weekend,221.64853
Boneyard,U.K. Subs,221.6224
Toisesta huoneesta,Anna Eriksson,221.6224
Pour Une Biguine Avec Toi,Marc Lavoine,221.59628
Horsepower,CJ Bolland,221.59628
Carnivore (Demo) (Album Version),Carnivore,221.57016
Let Me Go The Right Way,The Supremes,221.57016
Pride & Joy,Beres Hammond,221.54404
The Three Little Jigs,Enter the Haggis,221.51791
Broken Statues,We Came As Romans,221.49179
How Do You Do,Natasha Bedingfield,221.46567
Insieme A Te Sto Bene,Lucio Battisti,221.41342
Just To Fight,Pastor Troy,221.3873
Kalimba De Luna,Boney M. 2000,221.3873
Simple Way,Port O'Brien,221.36118
Don't You Let Me Down,Peter Criss,221.36118
I Have A Wish,Tracy Gang Pussy,221.33506
L'emprisonnée,Dark Sanctuary,221.30893
We Got Vibes,EZ Rollers,221.30893
Fake Vioin Solo,Mixel Pixel,221.30893
Million Faces (Album Version),Paolo Nutini,221.28281
Tous Mes Rêves,Princess Lover,221.23057
In Her Tomb By The Sounding Sea,Alesana,221.23057
Without You (I'm Not Alright),Article One,221.20444
Je Vais Au Cinéma,Arnaud Fleurent-Didier,221.20444
It's Like That,Us3,221.17832
Burning Sounds,Rich Kids,221.1522
Never Gonna Fall Again,Hilt,221.1522
If This Night,Vic Ruggiero,221.1522
Count On My Love,Liz Phair,221.09995
All gone to hell,Motörhead,221.09995
Mass Appeal (Explicit),Gang Starr,221.07383
Cold Reader (Album Version),Stone Sour,221.07383
Tee tästä hitti,Joniveli,221.04771
Into This Life,Ernie Halter,220.96934
Nonscience,TTC,220.96934
The Reason Why (Album Version),The Click Five,220.94322
Don't Fall In Love With A Dreamer,Kenny Rogers & Kim Carnes,220.9171
Ev'ry Time We Say Goodbye,Sara Gazarek,220.9171
Mr. Wichtig,Tic Tac Toe,220.89098
Hot milk,Sexy Sadie,220.89098
What It Means To Me,Sinne Eeg,220.83873
Shoulda Let You Go,Keyshia Cole / Amina,220.78649
Michael and Heather At The Baggage Claim,Fountains Of Wayne,220.78649
No Escape,50 Lions,220.78649
True/ False,Sinai Beach,220.78649
Romance - Mar (Sobresaltos De Plata),"Diego ""El Cigala",220.76036
Bonfires,Graham Coxon,220.73424
Mudgreen,Panacea,220.73424
Johnny B. Goode,Johnny Winter,220.70812
La Flama,Obrint Pas,220.70812
Crying Wolf,The Fever,220.682
Quiero Ser Libre,Los Chichos,220.682
Midnight Voices,Parallels,220.682
Scatman's World,Scatman John,220.65587
Become Yourself,Matthew Jay,220.62975
Baby [Live Album Version],Serj Tankian,220.62975
Time,Mr. SOS,220.60363
Time,Astream,117.02812
Virou Religião (Ao Vivo),Grupo Revelação,220.60363
(Theme From) Carjack Fever (Album Version),Harvey Danger,220.55138
Bersagli Mobili,Pierangelo Bertoli,220.52526
Magic word called love,Batmobile,220.52526
You Could Be a Monster,Lemonator,220.52526
17 år,Veronica Maggio,220.49914
Practical Money Skills For Life,Oh No Ono,220.44689
Traveling Mood,Bintangs,220.44689
Back To Love (Album Version),Faith Evans,220.42077
Lean On Me I Won't Fall Over,Carter USM,220.42077
Forgiveness,Bob Carlisle,220.36853
We Rule The World,Dragonette,220.36853
